IND,YEAR,EMP,WAGE,CAP,INDOUTPT,N,W,K,YS,REC,YEARM1,ID,NL1,NL2,WL1,KL1,KL2,YSL1,YSL2
1,1978,17.8589993,15.7566996,2.4417,127.3865967,2.8825076,2.7572656,0.8926945,4.8472266,296,1977,43,2.4908886, ,2.9299662,0.8598897, ,4.8454776, 
1,1979,17.6989994,16.1252003,2.3225,124.6424026,2.8735082,2.7803833,0.8426442,4.825449,297,1978,43,2.8825076,2.4908886,2.7572656,0.8926945,0.8598897,4.8472266,4.8454776
1,1980,17.9190006,16.6000996,2.2544999,118.9132004,2.8858616,2.8094087,0.8129282,4.7783937,298,1979,43,2.8735082,2.8825076,2.7803833,0.8426442,0.8926945,4.825449,4.8472266
1,1981,10.9829998,24.5007992,2.3283999,99.3575974,2.3963487,3.1987057,0.8451813,4.5987253,299,1980,43,2.8858616,2.8735082,2.8094087,0.8129282,0.8426442,4.7783937,4.825449
1,1982,9.882,28.218399,2.0258,97.2427979,2.290715,3.3399742,0.7059647,4.5772109,300,1981,43,2.3963487,2.8858616,3.1987057,0.8451813,0.8129282,4.5987253,4.7783937
1,1983,8.941,29.1313,1.8637,97.194397,2.1906474,3.3718133,0.6225638,4.5767131,301,1982,43,2.290715,2.3963487,3.3399742,0.7059647,0.8451813,4.5772109,4.5987253
4,1977,0.781,23.7287006,0.2424,116.2249985,-0.2471801,3.1666853,-1.417166,4.755528,302,1983,44, , , , , , , 
4,1978,0.84,21.9246998,0.2341,114.9749985,-0.1743534,3.0876138,-1.4520069,4.7447147,303,1977,44,-0.2471801, ,3.1666853,-1.417166, ,4.755528, 
4,1979,0.881,21.6863003,0.258,111.8249969,-0.1266977,3.0766807,-1.3547957,4.7169352,304,1978,44,-0.1743534,-0.2471801,3.0876138,-1.4520069,-1.417166,4.7447147,4.755528
4,1980,0.865,20.9797001,0.2378,106.6750031,-0.1450258,3.0435553,-1.4363253,4.6697869,305,1979,44,-0.1266977,-0.1743534,3.0766807,-1.3547957,-1.4520069,4.7169352,4.7447147
4,1981,0.711,20.5713997,0.2024,97.3000031,-0.3410828,3.0239017,-1.5975094,4.5777988,306,1980,44,-0.1450258,-0.1266977,3.0435553,-1.4363253,-1.3547957,4.6697869,4.7169352
4,1982,0.589,22.0109997,0.1717,89.5250015,-0.5293291,3.0915422,-1.7620065,4.4945178,307,1981,44,-0.3410828,-0.1450258,3.0239017,-1.5975094,-1.4363253,4.5777988,4.6697869
4,1983,0.756,23.7078991,0.1697,89.5999985,-0.2797139,3.1658082,-1.7737231,4.4953551,308,1982,44,-0.5293291,-0.3410828,3.0915422,-1.7620065,-1.5975094,4.4945178,4.5777988
1,1977,32.2900009,24.8593998,11.4903002,127.1640015,3.4747577,3.2132359,2.4415033,4.8454776,309,1983,45, , , , , , , 
1,1978,33.9160004,25.7803993,11.5710001,127.3865967,3.5238869,3.2496145,2.4485021,4.8472266,310,1977,45,3.4747577, ,3.2132359,2.4415033, ,4.8454776, 
1,1979,34.3889999,26.4298,12.8853998,124.6424026,3.5377367,3.2744923,2.5560949,4.825449,311,1978,45,3.5238869,3.4747577,3.2496145,2.4485021,2.4415033,4.8472266,4.8454776
1,1980,33.3479996,29.2707005,13.1730003,118.9132004,3.5069978,3.3765869,2.5781693,4.7783937,312,1979,45,3.5377367,3.5238869,3.2744923,2.5560949,2.4485021,4.825449,4.8472266
1,1981,31.0340004,28.0545998,11.6648998,99.3575974,3.4350834,3.3341527,2.4565842,4.5987253,313,1980,45,3.5069978,3.5377367,3.3765869,2.5781693,2.5560949,4.7783937,4.825449
1,1982,26.2259998,32.1654015,10.8769999,97.2427979,3.2667513,3.4708915,2.3866506,4.5772109,314,1981,45,3.4350834,3.5069978,3.3341527,2.4565842,2.5781693,4.5987253,4.7783937
1,1983,24.3789997,32.5037003,10.1732998,97.194397,3.193722,3.481354,2.3197665,4.5767131,315,1982,45,3.2667513,3.4350834,3.4708915,2.3866506,2.4565842,4.5772109,4.5987253
1,1976,2.971,19.5527,1.0240999,126.7636032,1.0888985,2.9731133,0.0238141,4.8423238,316,1983,46, , , , , , , 
1,1977,3.0650001,19.2621002,0.9267,128.3652954,1.1200476,2.9581394,-0.0761254,4.8548799,317,1976,46,1.0888985, ,2.9731133,0.0238141, ,4.8423238, 
1,1978,3.03,18.7115002,0.9068,124.4506989,1.1085626,2.9291384,-0.0978334,4.8239098,318,1977,46,1.1200476,1.0888985,2.9581394,-0.0761254,0.0238141,4.8548799,4.8423238
1,1979,2.96,21.9029007,0.9192,125.217598,1.0851892,3.0866191,-0.0842515,4.8300529,319,1978,46,1.1085626,1.1200476,2.9291384,-0.0978334,-0.0761254,4.8239098,4.8548799
1,1980,2.5569999,19.7124004,0.8632,100,0.9388347,2.9812479,-0.1471089,4.6051702,320,1979,46,1.0851892,1.1085626,3.0866191,-0.0842515,-0.0978334,4.8300529,4.8239098
1,1981,2.266,23.8852997,0.8505,97.4304962,0.8180162,3.1732633,-0.1619309,4.5791392,321,1980,46,0.9388347,1.0851892,2.9812479,-0.1471089,-0.0842515,4.6051702,4.8300529
1,1982,2.168,26.3391991,0.7995,96.6797028,0.7738051,3.2710583,-0.2237688,4.5714035,322,1981,46,0.8180162,0.9388347,3.1732633,-0.1619309,-0.1471089,4.5791392,4.6051702
4,1976,2.4260001,27.3670998,0.5259,116.4000015,0.8862439,3.3093417,-0.6426442,4.7570324,323,1982,47, , , , , , , 
4,1977,2.142,25.9188995,0.4055,115.6999969,0.76174,3.2549725,-0.9026344,4.7510004,324,1976,47,0.8862439, ,3.3093417,-0.6426442, ,4.7570324, 
4,1978,1.973,24.8391991,0.3605,112.8000031,0.6795552,3.2124231,-1.0202633,4.7256165,325,1977,47,0.76174,0.8862439,3.2549725,-0.9026344,-0.6426442,4.7510004,4.7570324
4,1979,1.794,24.4500008,0.3397,108.9000015,0.5844478,3.1966302,-1.0796924,4.6904302,326,1978,47,0.6795552,0.76174,3.2124231,-1.0202633,-0.9026344,4.7256165,4.7510004
4,1980,1.553,22.2278996,0.3148,100,0.4401885,3.1013482,-1.1558177,4.6051702,327,1979,47,0.5844478,0.6795552,3.1966302,-1.0796924,-1.0202633,4.6904302,4.7256165
4,1981,1.225,22.2387009,0.2575,89.1999969,0.2029409,3.1018341,-1.3567356,4.490881,328,1980,47,0.4401885,0.5844478,3.1013482,-1.1558177,-1.0796924,4.6051702,4.6904302
4,1982,1.077,23.0421009,0.2311,90.5,0.0741794,3.1373229,-1.4649048,4.5053496,329,1981,47,0.2029409,0.4401885,3.1018341,-1.3567356,-1.1558177,4.490881,4.6051702
1,1976,1.647,25.6131992,0.3739,126.7636032,0.4989554,3.2431078,-0.9837669,4.8423238,330,1982,48, , , , , , , 
1,1977,2.3369999,23.1620998,0.5212,128.3652954,0.848868,3.1425173,-0.6516215,4.8548799,331,1976,48,0.4989554, ,3.2431078,-0.9837669, ,4.8423238, 
1,1978,2.3929999,23.7968998,0.5606,124.4506989,0.8725477,3.1695554,-0.5787477,4.8239098,332,1977,48,0.848868,0.4989554,3.1425173,-0.6516215,-0.9837669,4.8548799,4.8423238
1,1979,2.3540001,27.4151993,0.5667,125.217598,0.8561161,3.3110976,-0.5679253,4.8300529,333,1978,48,0.8725477,0.848868,3.1695554,-0.5787477,-0.6516215,4.8239098,4.8548799
1,1980,2.2869999,22.8845005,0.6181,100,0.8272409,3.1304598,-0.481105,4.6051702,334,1979,48,0.8561161,0.8725477,3.3110976,-0.5679253,-0.5787477,4.8300529,4.8239098
1,1981,2.0450001,26.3206997,0.5239,97.4304962,0.7153978,3.2703557,-0.6464545,4.5791392,335,1980,48,0.8272409,0.8561161,3.1304598,-0.481105,-0.5679253,4.6051702,4.8300529
1,1982,1.932,27.6618004,0.4369,96.6797028,0.6585557,3.3200524,-0.828051,4.5714035,336,1981,48,0.7153978,0.8272409,3.2703557,-0.6464545,-0.481105,4.5791392,4.6051702
4,1976,3.7579999,27.2661991,1.0149,117.5999985,1.3238869,3.3056479,0.0147901,4.7672892,337,1982,49, , , , , , , 
4,1977,3.6919999,24.3013992,0.9505,115.875,1.3061683,3.1905339,-0.0507671,4.752512,338,1976,49,1.3238869, ,3.3056479,0.0147901, ,4.7672892, 
4,1978,3.721,22.9647999,0.9071,113.5250015,1.3139924,3.1339626,-0.0975026,4.7320232,339,1977,49,1.3061683,1.3238869,3.1905339,-0.0507671,0.0147901,4.752512,4.7672892
4,1979,3.6989999,22.3913002,0.9706,109.875,1.3080624,3.1086724,-0.0298408,4.6993432,340,1978,49,1.3139924,1.3061683,3.1339626,-0.0975026,-0.0507671,4.7320232,4.752512
4,1980,3.447,22.2397995,0.8806,102.2249985,1.2375042,3.1018834,-0.1271518,4.6271763,341,1979,49,1.3080624,1.3139924,3.1086724,-0.0298408,-0.0975026,4.6993432,4.7320232
4,1981,2.836,20.6868992,0.7765,91.9000015,1.0423946,3.0295007,-0.2529587,4.5207009,342,1980,49,1.2375042,1.3080624,3.1018834,-0.1271518,-0.0298408,4.6271763,4.6993432
4,1982,2.6129999,21.7929001,0.6508,90.1750031,0.9604989,3.0815842,-0.4295529,4.5017524,343,1981,49,1.0423946,1.2375042,3.0295007,-0.2529587,-0.1271518,4.5207009,4.6271763
6,1976,72.8619995,25.4008999,26.8554001,106.1746979,4.2885671,3.2347846,3.290467,4.6650858,344,1982,50, , , , , , , 
6,1977,73.2910004,22.7905006,25.6364994,108.9674988,4.2944379,3.1263437,3.2440171,4.6910496,345,1976,50,4.2885671, ,3.2347846,3.290467, ,4.6650858, 
6,1978,70.7730026,22.2786999,26.1746998,107.8623962,4.2594776,3.103631,3.2647934,4.6808562,346,1977,50,4.2944379,4.2885671,3.1263437,3.2440171,3.290467,4.6910496,4.6650858
6,1979,72.5419998,22.9295006,25.7472,104.566803,4.2841659,3.1324244,3.2483258,4.649826,347,1978,50,4.2594776,4.2944379,3.103631,3.2647934,3.2440171,4.6808562,4.6910496
6,1980,64.8030014,24.6947002,22.4363003,100,4.1713519,3.2065887,3.1106801,4.6051702,348,1979,50,4.2841659,4.2594776,3.1324244,3.2483258,3.2647934,4.649826,4.6808562
6,1981,48.3120003,24.7632008,18.0144997,92.7429962,3.8776801,3.2093587,2.8911769,4.5298324,349,1980,50,4.1713519,4.2841659,3.2065887,3.1106801,3.2483258,4.6051702,4.649826
6,1982,40.6090012,24.7381001,15.8348999,90.0385971,3.7039897,3.2083445,2.7622163,4.5002384,350,1981,50,3.8776801,4.1713519,3.2093587,2.8911769,3.1106801,4.5298324,4.6051702
1,1976,0.767,23.3292999,0.2506,125.8063965,-0.2652684,3.1497102,-1.3838972,4.834744,351,1982,51, , , , , , , 
1,1977,0.756,22.0298996,0.2244,127.9648972,-0.2797139,3.0924006,-1.4943252,4.8517561,352,1976,51,-0.2652684, ,3.1497102,-1.3838972, ,4.834744, 
1,1978,0.725,21.6993008,0.2088,125.4293976,-0.3215836,3.07728,-1.5663784,4.8317432,353,1977,51,-0.2797139,-0.2652684,3.0924006,-1.4943252,-1.3838972,4.8517561,4.834744
1,1979,0.67,23.4722004,0.1865,125.0259018,-0.4004775,3.1558168,-1.679324,4.8285208,354,1978,51,-0.3215836,-0.2797139,3.07728,-1.5663784,-1.4943252,4.8317432,4.8517561
1,1980,0.645,22.8038998,0.1684,106.3043976,-0.438505,3.1269317,-1.7814132,4.6663065,355,1979,51,-0.4004775,-0.3215836,3.1558168,-1.679324,-1.5663784,4.8285208,4.8317432
1,1981,0.56,25.1938,0.1384,98.0728989,-0.5798185,3.226598,-1.9776073,4.585711,356,1980,51,-0.438505,-0.4004775,3.1269317,-1.7814132,-1.679324,4.6663065,4.8285208
1,1982,0.552,27.7289009,0.131,96.8674011,-0.5942073,3.3224752,-2.032558,4.5733433,357,1981,51,-0.5798185,-0.438505,3.226598,-1.9776073,-1.7814132,4.585711,4.6663065
4,1976,14.1789999,28.0286999,2.8489001,116.4000015,2.651762,3.3332291,1.0469329,4.7570324,358,1982,52, , , , , , , 
4,1977,14.224,24.2376003,2.6787,115.6999969,2.6549306,3.1879051,0.9853316,4.7510004,359,1976,52,2.651762, ,3.3332291,1.0469329, ,4.7570324, 
4,1978,13.9650002,22.3225994,2.5451,112.8000031,2.6365542,3.1055996,0.9341699,4.7256165,360,1977,52,2.6549306,2.651762,3.1879051,0.9853316,1.0469329,4.7510004,4.7570324
4,1979,13.6149998,22.2789993,2.5402,108.9000015,2.6111722,3.1036446,0.9322428,4.6904302,361,1978,52,2.6365542,2.6549306,3.1055996,0.9341699,0.9853316,4.7256165,4.7510004
4,1980,12.3290005,21.6679001,2.2657001,100,2.5119543,3.0758319,0.8178838,4.6051702,362,1979,52,2.6111722,2.6365542,3.1036446,0.9322428,0.9341699,4.6904302,4.7256165
4,1981,10.5050001,22.2033997,2.4591,89.1999969,2.3518515,3.1002455,0.8997954,4.490881,363,1980,52,2.5119543,2.6111722,3.0758319,0.8178838,0.9322428,4.6051702,4.6904302
4,1982,10.9729996,21.6406994,2.6401,90.5,2.3954377,3.0745757,0.9708168,4.5053496,364,1981,52,2.3518515,2.5119543,3.1002455,0.8997954,0.8178838,4.490881,4.6051702
4,1977,6.8779998,26.0231991,1.0358,116.2249985,1.9283279,3.2589884,0.0351741,4.755528,365,1982,53, , , , , , , 
4,1978,6.947,22.3729,1.0567,114.9749985,1.9383099,3.1078503,0.0551508,4.7447147,366,1977,53,1.9283279, ,3.2589884,0.0351741, ,4.755528, 
4,1979,6.895,22.1865997,1.0333,111.8249969,1.9307965,3.0994885,0.0327576,4.7169352,367,1978,53,1.9383099,1.9283279,3.1078503,0.0551508,0.0351741,4.7447147,4.755528
4,1980,6.586,21.4468002,1.0466,106.6750031,1.8849462,3.0655754,0.0455468,4.6697869,368,1979,53,1.9307965,1.9383099,3.0994885,0.0327576,0.0551508,4.7169352,4.7447147
4,1981,5.619,21.7560005,0.9246,97.3000031,1.7261537,3.0798895,-0.0783941,4.5777988,369,1980,53,1.8849462,1.9307965,3.0655754,0.0455468,0.0327576,4.6697869,4.7169352
4,1982,4.6849999,23.0118999,0.8291,89.5250015,1.5443659,3.1360114,-0.1874145,4.4945178,370,1981,53,1.7261537,1.8849462,3.0798895,-0.0783941,0.0455468,4.5777988,4.6697869
4,1983,4.4920001,25.4869003,0.7839,89.5999985,1.5022981,3.2381647,-0.2434738,4.4953551,371,1982,53,1.5443659,1.7261537,3.1360114,-0.1874145,-0.0783941,4.4945178,4.5777988
1,1977,3.802,23.7966003,0.5419,127.1640015,1.3355273,3.1695428,-0.6126738,4.8454776,372,1983,54, , , , , , , 
1,1978,4.1090002,22.6648998,0.5817,127.3865967,1.4131798,3.1208174,-0.5418004,4.8472266,373,1977,54,1.3355273, ,3.1695428,-0.6126738, ,4.8454776, 
1,1979,4.211,23.0489998,0.6307,124.6424026,1.4377002,3.1376224,-0.460925,4.825449,374,1978,54,1.4131798,1.3355273,3.1208174,-0.5418004,-0.6126738,4.8472266,4.8454776
1,1980,4.1560001,24.8700008,0.6429,118.9132004,1.4245532,3.2136624,-0.4417661,4.7783937,375,1979,54,1.4377002,1.4131798,3.1376224,-0.460925,-0.5418004,4.825449,4.8472266
1,1981,3.7590001,22.7145996,0.5881,99.3575974,1.3241529,3.1230078,-0.5308583,4.5987253,376,1980,54,1.4245532,1.4377002,3.2136624,-0.4417661,-0.460925,4.7783937,4.825449
1,1982,3.053,26.2784004,0.4877,97.2427979,1.1161247,3.2687473,-0.7180548,4.5772109,377,1981,54,1.3241529,1.4245532,3.1230078,-0.5308583,-0.4417661,4.5987253,4.7783937
1,1983,2.6359999,27.3659,0.4186,97.194397,0.9692626,3.3092978,-0.8708395,4.5767131,378,1982,54,1.1161247,1.3241529,3.2687473,-0.7180548,-0.5308583,4.5772109,4.5987253
4,1976,5.4819999,35.8288994,0.1852,116.4000015,1.70147,3.5787549,-1.6863189,4.7570324,379,1983,55, , , , , , , 
4,1977,6.5279999,33.7450981,0.2395,115.6999969,1.8761005,3.5188351,-1.4292018,4.7510004,380,1976,55,1.70147, ,3.5787549,-1.6863189, ,4.7570324, 
4,1978,6.901,32.7853012,0.3247,112.8000031,1.9316664,3.4899802,-1.1248536,4.7256165,381,1977,55,1.8761005,1.70147,3.5188351,-1.4292018,-1.6863189,4.7510004,4.7570324
4,1979,7.2080002,32.3280983,0.3661,108.9000015,1.9751916,3.4759367,-1.0048487,4.6904302,382,1978,55,1.9316664,1.8761005,3.4899802,-1.1248536,-1.4292018,4.7256165,4.7510004
4,1980,6.5009999,35.4855995,0.3876,100,1.871956,3.5691271,-0.9477814,4.6051702,383,1979,55,1.9751916,1.9316664,3.4759367,-1.0048487,-1.1248536,4.6904302,4.7256165
4,1981,5.8000002,35.0923004,0.4399,89.1999969,1.7578579,3.5579817,-0.8212078,4.490881,384,1980,55,1.871956,1.9751916,3.5691271,-0.9477814,-1.0048487,4.6051702,4.6904302
4,1982,5.6560001,37.2374992,0.5037,90.5,1.7327169,3.6173162,-0.6857744,4.5053496,385,1981,55,1.7578579,1.871956,3.5579817,-0.8212078,-0.9477814,4.490881,4.6051702
1,1976,2.9059999,22.0219002,0.5882,126.7636032,1.0667776,3.0920374,-0.5306883,4.8423238,386,1982,56, , , , , , , 
1,1977,3.0280001,20.5580006,0.5841,128.3652954,1.1079024,3.0232501,-0.5376831,4.8548799,387,1976,56,1.0667776, ,3.0920374,-0.5306883, ,4.8423238, 
1,1978,2.9849999,20.2542,0.5886,124.4506989,1.0935997,3.0083623,-0.5300085,4.8239098,388,1977,56,1.1079024,1.0667776,3.0232501,-0.5376831,-0.5306883,4.8548799,4.8423238
1,1979,2.8770001,22.7007999,0.5663,125.217598,1.0567482,3.1224,-0.5686314,4.8300529,389,1978,56,1.0935997,1.1079024,3.0083623,-0.5300085,-0.5376831,4.8239098,4.8548799
1,1980,2.612,20.4948006,0.4948,100,0.9601162,3.0201712,-0.7036017,4.6051702,390,1979,56,1.0567482,1.0935997,3.1224,-0.5686314,-0.5300085,4.8300529,4.8239098
1,1981,2.1400001,25.0394001,0.3884,97.4304962,0.7608059,3.2204506,-0.9457196,4.5791392,391,1980,56,0.9601162,1.0567482,3.0201712,-0.7036017,-0.5686314,4.6051702,4.8300529
1,1982,1.5599999,25.9972992,0.3334,96.6797028,0.4446858,3.2579927,-1.0984123,4.5714035,392,1981,56,0.7608059,0.9601162,3.2204506,-0.9457196,-0.7036017,4.5791392,4.6051702
8,1977,2.0480001,14.6550999,0.1412,117.9279022,0.7168638,2.6847885,-1.9575779,4.7700734,393,1982,57, , , , , , , 
8,1978,2.158,14.5408001,0.1384,120.2606964,0.7691818,2.6769586,-1.9776073,4.7896619,394,1977,57,0.7168638, ,2.6847885,-1.9575779, ,4.7700734, 
8,1979,2.0109999,14.4554005,0.1432,118.9514999,0.6986321,2.6710682,-1.943513,4.7787156,395,1978,57,0.7691818,0.7168638,2.6769586,-1.9776073,-1.9575779,4.7896619,4.7700734
8,1980,1.877,14.2665005,0.1195,113.4059982,0.6296747,2.6579142,-2.124439,4.7309742,396,1979,57,0.6986321,0.7691818,2.6710682,-1.943513,-1.9776073,4.7787156,4.7896619
8,1981,0.978,14.2563,0.0882,98.1654968,-0.0222456,2.6571989,-2.4281483,4.5866547,397,1980,57,0.6296747,0.6986321,2.6579142,-2.124439,-1.943513,4.7309742,4.7787156
8,1982,0.837,15.4239998,0.068,92.3142014,-0.1779312,2.7359247,-2.6882474,4.525198,398,1981,57,-0.0222456,0.6296747,2.6571989,-2.4281483,-2.124439,4.5866547,4.7309742
8,1983,0.82,16.1723995,0.0589,92.120697,-0.198451,2.7833061,-2.8319142,4.5230994,399,1982,57,-0.1779312,-0.0222456,2.7359247,-2.6882474,-2.4281483,4.525198,4.5866547
4,1976,20.8400002,29.9836998,6.9187999,116.4000015,3.0368743,3.4006538,1.9342424,4.7570324,400,1983,58, , , , , , , 
4,1977,22.7049999,26.0771008,7.9398999,115.6999969,3.1225851,3.2610576,2.0719006,4.7510004,401,1976,58,3.0368743, ,3.4006538,1.9342424, ,4.7570324, 
4,1978,23.8449993,25.5265007,8.6398001,112.8000031,3.1715746,3.2397172,2.1563795,4.7256165,402,1977,58,3.1225851,3.0368743,3.2610576,2.0719006,1.9342424,4.7510004,4.7570324
4,1979,23.073,24.4342003,8.2435999,108.9000015,3.1386631,3.1959839,2.1094372,4.6904302,403,1978,58,3.1715746,3.1225851,3.2397172,2.1563795,2.0719006,4.7256165,4.7510004
4,1980,20.5200005,23.9277992,8.6848001,100,3.0214,3.175041,2.1615744,4.6051702,404,1979,58,3.1386631,3.1715746,3.1959839,2.1094372,2.1563795,4.6904302,4.7256165
4,1981,16.4990005,25.0674,8.0987997,89.1999969,2.8032999,3.2215681,2.0917158,4.490881,405,1980,58,3.0214,3.1386631,3.175041,2.1615744,2.1094372,4.6051702,4.6904302
4,1982,13.9490004,25.5398006,4.6929998,90.5,2.6354079,3.240238,1.546072,4.5053496,406,1981,58,2.8032999,3.0214,3.2215681,2.0917158,2.1615744,4.490881,4.6051702
8,1977,9.849,18.2812004,1.3387001,117.9279022,2.28737,2.9058733,0.291699,4.7700734,407,1982,59, , , , , , , 
8,1978,9.5979996,17.1098995,1.1058,120.2606964,2.2615547,2.8396573,0.1005691,4.7896619,408,1977,59,2.28737, ,2.9058733,0.291699, ,4.7700734, 
8,1979,8.9429998,16.3747997,1.0513,118.9514999,2.190871,2.7957435,0.0500275,4.7787156,409,1978,59,2.2615547,2.28737,2.8396573,0.1005691,0.291699,4.7896619,4.7700734
8,1980,7.5539999,16.2730007,0.8963,113.4059982,2.0220773,2.7895074,-0.1094801,4.7309742,410,1979,59,2.190871,2.2615547,2.7957435,0.0500275,0.1005691,4.7787156,4.7896619
8,1981,5.8340001,17.3945999,0.6688,98.1654968,1.7637029,2.8561599,-0.4022702,4.5866547,411,1980,59,2.0220773,2.190871,2.7895074,-0.1094801,0.0500275,4.7309742,4.7787156
8,1982,4.743,19.5091991,0.5321,92.3142014,1.5566698,2.970886,-0.6309238,4.525198,412,1981,59,1.7637029,2.0220773,2.8561599,-0.4022702,-0.1094801,4.5866547,4.7309742
8,1983,3.9820001,20.3418999,0.4639,92.120697,1.3817842,3.0126827,-0.7680863,4.5230994,413,1982,59,1.5566698,1.7637029,2.970886,-0.6309238,-0.4022702,4.525198,4.5866547
9,1976,3.1099999,25.5205994,0.7636,103.7668991,1.1346227,3.239486,-0.2697112,4.6421471,414,1983,60, , , , , , , 
9,1977,1.147,24.5872993,0.3923,106.9041977,0.1371498,3.20223,-0.9357284,4.6719332,415,1976,60,1.1346227, ,3.239486,-0.2697112, ,4.6421471, 
9,1978,0.758,23.1630001,0.1804,109.4623032,-0.2770719,3.1425562,-1.7125787,4.69558,416,1977,60,0.1371498,1.1346227,3.20223,-0.9357284,-0.2697112,4.6719332,4.6421471
9,1979,0.769,21.9188995,0.1691,111.9345016,-0.2626643,3.0873492,-1.7772651,4.7179141,417,1978,60,-0.2770719,0.1371498,3.1425562,-1.7125787,-0.9357284,4.69558,4.6719332
9,1980,0.731,20.4489002,0.1463,100,-0.3133418,3.0179291,-1.9220959,4.6051702,418,1979,60,-0.2626643,-0.2770719,3.0873492,-1.7772651,-1.7125787,4.7179141,4.69558
9,1981,0.998,21.5611,0.1721,93.186203,-0.002002,3.0708907,-1.7596797,4.5345998,419,1980,60,-0.3133418,-0.2626643,3.0179291,-1.9220959,-1.7772651,4.6051702,4.7179141
9,1982,0.886,21.1023006,0.1314,90.8163986,-0.1210384,3.049382,-2.0295091,4.5088401,420,1981,60,-0.002002,-0.3133418,3.0708907,-1.7596797,-1.9220959,4.5345998,4.6051702
9,1977,2.4790001,21.6331997,0.4948,104.5512009,0.9078553,3.0742292,-0.7036017,4.6496768,421,1982,61, , , , , , , 
9,1978,2.503,21.3619003,0.4307,107.5437012,0.91749,3.061609,-0.8423434,4.6778975,422,1977,61,0.9078553, ,3.0742292,-0.7036017, ,4.6496768, 
9,1979,2.586,21.6716003,0.4391,110.0803986,0.9501123,3.0760026,-0.8230281,4.701211,423,1978,61,0.91749,0.9078553,3.061609,-0.8423434,-0.7036017,4.6778975,4.6496768
9,1980,2.612,22.2521,0.4633,108.9508972,0.9601162,3.1024363,-0.7693805,4.6908975,424,1979,61,0.9501123,0.91749,3.0760026,-0.8230281,-0.8423434,4.701211,4.6778975
9,1981,2.2309999,22.2689991,0.4478,98.2966003,0.8024499,3.1031954,-0.8034086,4.5879893,425,1980,61,0.9601162,0.9501123,3.1024363,-0.7693805,-0.8230281,4.6908975,4.701211
9,1982,1.827,24.0683002,0.3849,92.5936966,0.6026753,3.1808956,-0.9547717,4.5282211,426,1981,61,0.8024499,0.9601162,3.1031954,-0.8034086,-0.7693805,4.5879893,4.6908975
9,1983,1.71,22.8082008,0.3386,91.5326004,0.5364934,3.1271203,-1.0829358,4.516695,427,1982,61,0.6026753,0.8024499,3.1808956,-0.9547717,-0.8034086,4.5282211,4.5879893
8,1977,2.763,16.0079002,0.1493,117.9279022,1.016317,2.7730823,-1.9017977,4.7700734,428,1983,62, , , , , , , 
8,1978,2.6900001,15.7932997,0.1414,120.2606964,0.9895412,2.7595859,-1.9561626,4.7896619,429,1977,62,1.016317, ,2.7730823,-1.9017977, ,4.7700734, 
8,1979,2.651,15.7482004,0.1373,118.9514999,0.974937,2.756726,-1.985587,4.7787156,430,1978,62,0.9895412,1.016317,2.7595859,-1.9561626,-1.9017977,4.7896619,4.7700734
8,1980,2.5320001,15.6637001,0.1278,113.4059982,0.9290096,2.7513459,-2.0572886,4.7309742,431,1979,62,0.974937,0.9895412,2.756726,-1.985587,-1.9561626,4.7787156,4.7896619
8,1981,2.2479999,16.4160995,0.1088,98.1654968,0.8100409,2.7982626,-2.2182438,4.5866547,432,1980,62,0.9290096,0.974937,2.7513459,-2.0572886,-1.985587,4.7309742,4.7787156
8,1982,1.761,17.6931992,0.0942,92.3142014,0.5658818,2.8731804,-2.3623352,4.525198,433,1981,62,0.8100409,0.9290096,2.7982626,-2.2182438,-2.0572886,4.5866547,4.7309742
8,1983,1.85,18.9452,0.1433,92.120697,0.6151857,2.9415505,-1.9428149,4.5230994,434,1982,62,0.5658818,0.8100409,2.8731804,-2.3623352,-2.2182438,4.525198,4.5866547
2,1976,0.812,39.1043015,0.5883,110.0999985,-0.208255,3.6662326,-0.5305183,4.7013888,435,1983,63, , , , , , , 
2,1977,0.829,34.5228004,0.5443,109.1999969,-0.1875351,3.54162,-0.6082547,4.693181,436,1976,63,-0.208255, ,3.6662326,-0.5305183, ,4.7013888, 
2,1978,0.861,33.4964981,0.5474,111.9000015,-0.1496608,3.511441,-0.6025755,4.7176056,437,1977,63,-0.1875351,-0.208255,3.54162,-0.6082547,-0.5305183,4.693181,4.7013888
2,1979,0.857,32.6865997,0.5671,111,-0.1543174,3.4869652,-0.5672196,4.7095304,438,1978,63,-0.1496608,-0.1875351,3.511441,-0.6025755,-0.6082547,4.7176056,4.693181
2,1980,0.867,30.7385006,0.531,100,-0.1427163,3.4255159,-0.6329932,4.6051702,439,1979,63,-0.1543174,-0.1496608,3.4869652,-0.5672196,-0.6025755,4.7095304,4.7176056
2,1981,0.842,31.9258995,0.4441,89,-0.1719753,3.4634175,-0.8117055,4.4886365,440,1980,63,-0.1427163,-0.1543174,3.4255159,-0.6329932,-0.5672196,4.6051702,4.7095304
2,1982,0.818,33.823101,0.4011,90.9000015,-0.2008929,3.5211439,-0.9135445,4.5097599,441,1981,63,-0.1719753,-0.1427163,3.4634175,-0.8117055,-0.6329932,4.4886365,4.6051702
2,1976,9.0740004,33.7067986,1.8112,110.0999985,2.2054131,3.5176995,0.5939896,4.7013888,442,1982,64, , , , , , , 
